title,seller,rating,reviews,price,seller_level,video_consultation
I will be your excel and power bi data analyst with remote support,Pablo C,5.0,7.0,33,Level 1,False
I will complete any quantitative qualitative or statistics related project,Michael R,5.0,8.0,93,Top Rated,False
I will model risk frequency and severity for your business,H.k,4.9,4.0,167,Level 1,False
I will do a report with looker studio,Diego Sansone,5.0,11.0,139,Unleveled,False
I will do economic analysis in micro macro managerial international,Precious Jane,5.0,3.0,28,Level 1,False
I will make excel graphs charts pivot tables and complex dashboard,Babar,4.7,58.0,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2.0,56,Level 1,False
I will be expert in google sheets excel data and web analysis scripts and automation,Danish Azam,4.9,51.0,19,Unleveled,False
I will conduct a regression modeling and analysis,Luka L.,5.0,3.0,93,Level 1,False
I will provide an custom dashboard for options position tracker,Clark W,3.0,1.0,93,Level 1,False
I will provide consultancy custom power bi reports and dashboards,Benny L,4.8,9.0,10,Level 1,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17.0,14,Level 1,False
I will create custom power bi dashboard and deneb visuals,Ryan,4.9,7.0,47,Top Rated,True
I will do data analysis using python sql excel or r studio,Talha Israr,5.0,34.0,28,Level 2,False
I will be your excel and google sheets expert,Riab J,5.0,49.0,28,Level 2,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34.0,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46.0,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6.0,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19.0,19,Level 1,False
I will do python machine learning regression and classification,Sayed Meer,4.7,11.0,56,Level 1,False
I will do time series regression and forecasting data analysis,Statcrafters,4.9,6.0,10,Level 1,False
I will evaluate cost of products or services to set selling prices,Samad Khan,5.0,9.0,33,Level 2,False
I will do cohort user retention churn ltv cac aov analysis,Ashik,4.7,17.0,37,Level 2,False
I will optimize your airbnb and vrbo pricing to maximize revenue,Brendan T,4.8,2.0,42,Level 1,False
I will provide financial model and financial feasibility study,Samad Khan,4.9,3.0,139,Level 2,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2.0,56,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63.0,47,Top Rated,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1.0,10,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13.0,139,Level 2,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3.0,10,Level 1,False
I will do cohort analysis retention churn ltv roas cac,Zakir Hossain,4.9,17.0,37,Level 1,False
I will be your best business data analyst marketing analyst for long term job,Eephomaa,4.8,3.0,370,Unleveled,False
I will tutor you to become a data analyst business analyst and a financial analyst,Eephomaa,5.0,1.0,278,Unleveled,False
I will help with advanced excel formulas for excel data analysis,Osama Iqbal,5.0,8.0,47,Level 2,True
I will do a data analysis project portfolio and a good report,Isaiah A,4.9,5.0,24,Level 1,False
I will do data analysis using microsoft excel and google sheets,Limon,5.0,2.0,42,Level 2,False
I will calculate price cost and profit of products or services,Samad Khan,4.8,3.0,33,Level 2,False
I will do data science and ml projects in python,Faizan S,4.7,16.0,10,Level 2,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17.0,14,Level 1,False
I will do macros vba code formula powerful data analysis in excel and google sheets,Semab.k,4.3,7.0,19,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11.0,24,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2.0,10,Level 1,False
I will create the profit and loss and balance sheet reports for your business,Actprofessional,5.0,11.0,14,Level 1,False
I will create custom excel dashboards data analysis reports solver,Analysisk,5.0,23.0,33,Level 2,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2.0,47,Level 1,False
I will perform cost benefit business and ratio analysis,Muhammad Hamza,4.9,3.0,10,Unleveled,False
I will do economic analysis in micro macro managerial international,Precious Jane,5.0,3.0,28,Level 1,False
I will provide ms excel financial projections forecast budget,Md Al Amin,4.8,3.0,28,Unleveled,False
I will do business data analysis with visualizations in excel,Masood,5.0,7.0,5,Unleveled,False
I will build automated and insightful power bi report,Attaur R,4.9,6.0,28,Level 1,False
I will create custom power bi dashboard and deneb visuals,Ryan,4.9,7.0,47,Top Rated,True
I will be your excel and google sheets expert,Riab J,5.0,49.0,28,Level 2,False
I will create an interactive excel dashboard for you,Hannan Khan,5.0,4.0,14,Level 1,False
I will create email automation for PDF invoices in google sheets,Pedro,5.0,1.0,61,Level 2,False
I will your data analysis with python statistical data analysis,Alia A,5.0,2.0,14,Unleveled,False
I will do your project in r or r markdown,Simon Stats,5.0,5.0,19,Unleveled,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1.0,5,Level 1,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2.0,14,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3.0,5,Level 1,False
I will do business analytics and customize business strategy,Parijat S,5.0,1.0,278,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34.0,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46.0,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6.0,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19.0,19,Level 1,False
I will do eda data wrangling and visualization in python,Babo,4.4,8.0,19,Level 2,False
I will analyze financial statements data in excel,Awais M,5.0,9.0,19,Level 1,False
I will get you the excel help you need to get your goals completed,Peterb,4.9,20.0,14,Unleveled,False
I will do macros vba code formula powerful data analysis in excel and google sheets,Semab.k,4.3,7.0,19,Level 1,False
I will handle system analysis and design for you,Ayesha Ameen,5.0,12.0,10,Level 2,False
I will do quickbook accounting forecast inventory cogs for amazon shopify seller,Mohammad Shahid,5.0,15.0,42,Level 2,False
I will provide template of price and cost breakup with profitability forecast,Samad Khan,4.8,12.0,33,Level 2,False
I will make professional power bi reports and dashboards,Analysisk,5.0,21.0,65,Level 2,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2.0,14,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63.0,47,Top Rated,False
I will do analysis of your data in r python spss stata eviews amos or excel,Datapott A.,4.0,2.0,74,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13.0,139,Level 2,False
I will do data analytics and spss analysis excellently,Victorvin.vn,5.0,3.0,10,Level 1,False
I will create customized financial analysis for investors,Samad Khan,5.0,3.0,61,Level 2,False
I will make your r and python problems mine,Dominik,5.0,11.0,5,Level 1,False
I will be your excel v lookuph lookupfuzzy lookup spreadsheet expert,Saddam Hussain,5.0,10.0,5,Level 1,False
I will do sas projects on sas studio,Rizwan A,3.5,2.0,14,Unleveled,False
I will create a financial report dashboard statement and analysis,A. Matin,5.0,2.0,5,Unleveled,False
I will do research data analysis with interpretation,Dr Asma,4.8,4.0,5,Unleveled,False
I will be your financial data analysis tutor,Vera Yang,5.0,4.0,14,Level 1,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17.0,14,Level 1,False
I will be your excel and google sheets expert,Riab J,5.0,49.0,28,Level 2,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11.0,24,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2.0,10,Level 1,False
I will create a loan amortization schedule for accurate repayment,Xashureli,5.0,17.0,93,Level 1,False
I will help you create a personal budget and a debt payoff plan,Krisztian T,4.7,13.0,14,Level 2,False
I will do whatever you need in excel next 24 hours,Spriteup,5.0,46.0,14,Level 1,False
I will do knime analysis using datasets,Tehreem-fakhar,4.0,1.0,28,Unleveled,False
I will create econometrics models using stata r python,Sintana R,5.0,9.0,5,Unleveled,False
I will deliver excel templates for small businesses editable excel templates,Basim,4.9,5.0,10,Level 1,False
I will be your data analyst and do business and sales analysis,Usama Datalyst,5.0,1.0,24,Unleveled,False
I will abstract commercial leases at a reasonable price with the quickest time,Ariful I. Ari,5.0,7.0,24,Level 2,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2.0,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2.0,56,Level 1,False
I will do your data analytics projects plus make a report,Fredrick S,4.6,24.0,93,Level 1,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1.0,10,Level 1,False
I will do microeconomics macroeconomics and economics tasks,Joy B,Unranked Gig,No Reviewed,5,Unleveled,False
I will convert your financial data into chart and dashboard excel,Usama Jawad,4.3,10.0,28,Level 1,False
I will be your data analyst,Krassi Dimitrof,5.0,2.0,93,Vetted Pro,False
I will create automated excel income  expense tracker with dashboard,Emrullah A,4.5,2.0,5,Unleveled,False
I will be your data analyst and do financial management and accounting,Ridwan,Unranked Gig,No Reviewed,65,Level 2,True
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3.0,5,Level 1,False
I will provide expert excel dashboard chart macro and pivot table,Zahid Mumtaz,5.0,11.0,47,Level 2,False
I will do business analytics and customize business strategy,Parijat S,5.0,1.0,278,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34.0,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46.0,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6.0,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19.0,19,Level 1,False
I will do statistical data analysis with excel IBM spss,Khadijazafar,5.0,3.0,28,Unleveled,False
I will help you with tasks related to data analysis,Laiba Shuaib,5.0,2.0,19,Unleveled,False
I will design customized pricing strategy pricing model or  pricing plan,Samad Khan,4.8,15.0,47,Level 2,False
I will do data analysis using econometric models and statistics,Ruben T,5.0,3.0,47,Unleveled,False
I will set up a monte carlo simulation trading system,Muurray,5.0,4.0,56,Unleveled,False
I will help in data science and machine learning projects,Aathil A,Unranked Gig,No Reviewed,14,Unleveled,False
I will perform advanced statistical data analysis using python and jupyter notebook,James,4.6,3.0,10,Unleveled,False
I will clean organize merge and format your excel and CSV data,Hanine,5.0,4.0,10,Unleveled,False
I will build automated and insightful power bi report,Attaur R,4.9,6.0,28,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63.0,47,Top Rated,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3.0,10,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13.0,139,Level 2,False
I will do data analysis and visualization using python and r,gastonalex,4.5,12.0,28,Unleveled,False
I will do menu engineering menu analysis of restaurant bars outlets food menus,Freelancer Inc,5.0,2.0,42,Level 1,False
I will do your sap assignment sap s4hana fiori sap gbi,Danielt,4.6,13.0,19,Level 1,False
I will send you a loan amortization table,Bryan,5.0,6.0,10,Unleveled,False
I will do python machine learning data science analysis  ai project,Sundeepoad,5.0,2.0,24,Level 2,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11.0,24,Level 1,False
I will do data analysis and visualization projects using python r and sql,Talha Nazir,4.1,3.0,10,Unleveled,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17.0,14,Level 1,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1.0,5,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2.0,10,Level 1,False
I will tutor you in statistics assignments task with data analysis spss and stata,Ayesha Hussain,5.0,5.0,28,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3.0,5,Level 1,False
I will anything with excel vba coding data analysis user forms,Vic R,5.0,3.0,10,Unleveled,False
I will do mathematic calculation and assignment problems,Gregory N,4.8,14.0,10,Level 1,False
I will do data analysis in python using pandas numpy and matplotlib,Umar Zafar,4.9,4.0,5,Unleveled,False
I will take you through a complete excel course from zero to hero,Terer K,5.0,1.0,19,Unleveled,False
I will build tibco spotfire dashboard,Bilal Waris,5.0,3.0,19,Level 2,False
I will do data entry listing mining management and analysis,Xee,5.0,11.0,5,Level 2,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2.0,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2.0,56,Level 1,False
I will do your data analytics projects plus make a report,Fredrick S,4.6,24.0,93,Level 1,False
I will do data science projects with machine learning and deep learning in python or r,App Developer,5.0,2.0,88,Level 1,False
I will unlock actionable insights from your excel data,Dennis Nerush,5.0,1.0,24,Level 1,False
I will do r code in r studio notebook markdown for data analytics,Wadud Analyst,5.0,5.0,5,Unleveled,False
I will create easy to use spreadsheets for business or personal finance,Donato Rado,5.0,2.0,5,Unleveled,False
I will collect financial data from sp capital iq pro in excel and pdf format,Reda,4.9,8.0,19,Unleveled,False
I will make excel graphs charts pivot tables and complex dashboard,Babar,4.7,58.0,47,Level 1,False
I will convert your financial data into chart and dashboard excel,Usama Jawad,4.3,10.0,28,Level 1,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1.0,10,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34.0,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46.0,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6.0,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19.0,19,Level 1,False
I will 141 premium editable excel templates bundle,Dinar K,5.0,8.0,10,Unleveled,False
I will do excel data analysis reports pivot tables graphic charts,Mayte V,4.8,2.0,24,Unleveled,False
I will transform your data into insightful information with great visuals using excel,Yusuff A. O,4.9,16.0,24,Level 1,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2.0,14,Level 1,False
I will do linear multivariate and logistics regression,Will S,4.8,5.0,5,Unleveled,False
I will be your data analyst and formula expert with visualization in excel and power bi,Omer Naeem Khan,4.6,13.0,10,Level 1,False
I will analyze data using python r excel and power bi,Habeeb Alabere,Unranked Gig,No Reviewed,19,Unleveled,False
I will be your data analyst  power bi and tableau developer,Hamza,5.0,5.0,28,Unleveled,False
I will do analysis of your data in r python spss stata eviews amos or excel,Datapott A.,4.0,2.0,74,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63.0,47,Top Rated,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3.0,10,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13.0,139,Level 2,False
I will provide 390 excel templates business personal tracker analysis calendar etc,Basim,4.9,13.0,10,Level 1,False
I will do data science projects with machine learning and deep learning in python or r,App Developer,5.0,2.0,88,Level 1,False
I will create input form inside the google sheets,Dragan R,5.0,3.0,10,Top Rated,True
I will do data analysis by ms excel,Ruben T,5.0,2.0,10,Unleveled,False
I will provide nlptext analysisclassificationmodelinganalyticsnluaiml services,Mobassir,5.0,1.0,61,Level 1,False
I will prepare a financial dashboard in excel,Faizan Shakeel,4.9,18.0,14,Level 2,True
I will provide data analytics services in excel,Datalime,5.0,3.0,10,Level 2,True
I will derive and price financial derivatives,Raf,5.0,6.0,14,Unleveled,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17.0,14,Level 1,False
I will be your spss sql tableau r studio python powerbi and excel expert,George Tochi,5.0,1.0,5,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11.0,24,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2.0,10,Level 1,False
I will write sql query for data analysis,Faizan,5.0,1.0,19,Unleveled,False
I will be your alteryx expert,Ryan,5.0,3.0,10,Level 2,False
I will do strategy backtest optimization statistical analysis and insights,Ayman Fouda,3.5,2.0,176,Unleveled,False
I will do anything you need in a microsoft excel spreadsheets,Arman,5.0,1.0,5,Level 1,False
I will excel data needs with analysis automations and visuals,Pablo Jimeno,5.0,1.0,10,Unleveled,False
I will write or fix an excel formula with data analysis,M. Rizwan Badar,5.0,1.0,5,Unleveled,False
I will do dynamic dashboard for sales inventory financials on excel and google sheet,Mohammad Shahid,5.0,41.0,24,Level 2,False
I will do excel data entry dashboards powerpoint,Anrudh Singh,Unranked Gig,No Reviewed,28,Unleveled,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2.0,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2.0,56,Level 1,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1.0,5,Level 1,False
I will do econometrics and statistical analysis,Akinsika O,5.0,1.0,74,Level 1,False
I will do excel financial analysis modeling assignment  income statement CRM sheet,Zeeshan,5.0,1.0,19,Unleveled,False
I will do spreadsheets excel formula macros dashboards financial reports,Tazul,5.0,1.0,5,Unleveled,False
I will be your data analyst and will do financial management and accounting,Mosa Khan,5.0,2.0,10,Unleveled,False
I will do data cleaning wrangling visualization analysis by python,Asif Ayub,5.0,1.0,10,Unleveled,False
I will provide data analysis with financial analysts forecasting and modeling,Mahafujul,Unranked Gig,No Reviewed,74,Level 1,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1.0,10,Level 1,False
I will model your sports data,Johannes M.,Unranked Gig,No Reviewed,463,Vetted Pro,False
I will do time series analysis in gretl,Shahzaibsamo,4.4,3.0,10,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34.0,47,Top Rated,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6.0,14,Level 2,True
I will be your data science and statistics professional,Dror Rosen,4.9,46.0,370,Vetted Pro,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19.0,19,Level 1,False
I will deliver financial projections budgets  financial statements,Md Al Amin,Unranked Gig,No Reviewed,28,Unleveled,False
I will work on time series analysis with r studio,Shahnawaz,Unranked Gig,No Reviewed,42,Unleveled,False
I will be your expert financial analyst assignment and reports,Hamza Baba,5.0,1.0,14,Unleveled,False
I will do your data analytics and visualization,aliijaz756,Unranked Gig,No Reviewed,24,Unleveled,False
I will do data analytics with tableau data bricks power bi and develop dashboard,Tanzeel Ur,3.7,3.0,93,Unleveled,False
I will provide best excel data analysis service,Rizwan A,Unranked Gig,No Reviewed,5,Unleveled,False
I will do data cleansing and visualization in tableau python power bi and excel,Iqrar,5.0,2.0,28,Level 2,False
I will do forex and crypto chart analysis with ict and lit concepts,Tharuka Nayana,5.0,1.0,5,Unleveled,False
I will convert your financial data into chart and dashboard excel,Usama Jawad,4.3,10.0,28,Level 1,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3.0,10,Level 1,False
I will be your spss sql tableau r studio python powerbi and excel expert,George Tochi,5.0,1.0,5,Level 1,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17.0,14,Level 1,False
I will do data analysis and visualization using power bi tableau excel and python,Ziah,Unranked Gig,No Reviewed,5,Unleveled,False
I will do statistics and probability data analysis with spss excel or minitab,Zoha Khan,5.0,1.0,5,Unleveled,False
I will create interactive power bi dashboards and visualizations,Sadiq,5.0,1.0,19,Unleveled,False
I will make paystub check stub adp paystub 1040 1099 w2 w3 payslip payroll,Burhan B,5.0,1.0,5,Unleveled,False
I will do quantitative and qualitative decision making data analysis,Noman Arif,2.0,1.0,47,Unleveled,False
I will do all excel related works,Fasil Palathol,Unranked Gig,No Reviewed,5,Unleveled,False
I will do economic and financial analysis,Stefano B,5.0,1.0,5,Unleveled,False
I will do econometric analysis with eviews stata spss smart pls,Rahayu L,Unranked Gig,No Reviewed,14,Unleveled,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2.0,10,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11.0,24,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63.0,47,Top Rated,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2.0,47,Level 1,False
I will analyze financial statements data in excel and do data analysis in python excel,Hilary L,Unranked Gig,No Reviewed,24,Unleveled,False
I will linear multivariate and logistic regression using statistic tools,Muhammad A,5.0,1.0,19,Unleveled,False
I will do python programming for data analysis and visualization,Muneeb Nasir,5.0,1.0,10,Level 1,False
I will do risk management forecasting and automation solutions,Ronit,5.0,1.0,56,Unleveled,False
I will do data cleaning analysis statistics visualization and dashboard,Mehran Shahzad,3.0,1.0,47,Unleveled,False
I will be your data analyst,Hammad Ali,5.0,1.0,10,Unleveled,False
I will offer services in econometric data analysis,Johnstat,4.3,14.0,19,Unleveled,False
I will do data analytics work for it,Shivai,5.0,1.0,10,Unleveled,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2.0,56,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3.0,5,Level 1,False
I will do linear and logistic regression,Johannes M.,5.0,1.0,463,Vetted Pro,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13.0,139,Level 2,False
I will do time series analysis in gretl,Shahzaibsamo,4.4,3.0,10,Level 1,False
I will be your data analystdata visualization and statistician expert,wassisajjad,Unranked Gig,No Reviewed,5,Unleveled,False
I will perform data analysis data entry and excel tasks,Abdul M,Unranked Gig,No Reviewed,5,Unleveled,False
I will do data analysis using tableau r studio python power bi sql or excel analyst,Amina,Unranked Gig,No Reviewed,19,Unleveled,False
I will make excel graphs charts pivot tables and complex dashboard,Babar,4.7,58.0,47,Level 1,False
I will do your data analytics projects plus make a report,Fredrick S,4.6,24.0,93,Level 1,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1.0,5,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34.0,47,Top Rated,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6.0,14,Level 2,True
I will be your data science and statistics professional,Dror Rosen,4.9,46.0,370,Vetted Pro,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19.0,19,Level 1,False
