title,seller,rating,reviews,price,seller_level,video_consultation
I will do a data analysis project portfolio and a good report,Isaiah A,4.9,5,24,Level 1,False
I will do data analysis using microsoft excel and google sheets,Limon,5.0,2,42,Level 2,False
I will calculate price cost and profit of products or services,Samad Khan,4.8,3,33,Level 2,False
I will do data science and ml projects in python,Faizan S,4.7,16,10,Level 2,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17,14,Level 1,False
I will do macros vba code formula powerful data analysis in excel and google sheets,Semab.k,4.3,7,19,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11,24,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2,10,Level 1,False
I will create the profit and loss and balance sheet reports for your business,Actprofessional,5.0,11,14,Level 1,False
I will create custom excel dashboards data analysis reports solver,Analysisk,5.0,23,33,Level 2,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2,47,Level 1,False
I will perform cost benefit business and ratio analysis,Muhammad Hamza,4.9,3,10,,False
I will do economic analysis in micro macro managerial international,Precious Jane,5.0,3,28,Level 1,False
I will provide ms excel financial projections forecast budget,Md Al Amin,4.8,3,28,,False
I will do business data analysis with visualizations in excel,Masood,5.0,7,5,,False
I will build automated and insightful power bi report,Attaur R,4.9,6,28,Level 1,False
I will create custom power bi dashboard and deneb visuals,Ryan,4.9,7,47,Top Rated,True
I will be your excel and google sheets expert,Riab J,5.0,49,28,Level 2,False
I will create an interactive excel dashboard for you,Hannan Khan,5.0,4,14,Level 1,False
I will create email automation for PDF invoices in google sheets,Pedro,5.0,1,61,Level 2,False
I will your data analysis with python statistical data analysis,Alia A,5.0,2,14,,False
I will do your project in r or r markdown,Simon Stats,5.0,5,19,,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1,5,Level 1,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2,14,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3,5,Level 1,False
I will do business analytics and customize business strategy,Parijat S,5.0,1,278,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19,19,Level 1,False
I will do eda data wrangling and visualization in python,Babo,4.4,8,19,Level 2,False
I will analyze financial statements data in excel,Awais M,5.0,9,19,Level 1,False
I will get you the excel help you need to get your goals completed,Peterb,4.9,20,14,,False
I will do macros vba code formula powerful data analysis in excel and google sheets,Semab.k,4.3,7,19,Level 1,False
I will handle system analysis and design for you,Ayesha Ameen,5.0,12,10,Level 2,False
I will do quickbook accounting forecast inventory cogs for amazon shopify seller,Mohammad Shahid,5.0,15,42,Level 2,False
I will provide template of price and cost breakup with profitability forecast,Samad Khan,4.8,12,33,Level 2,False
I will make professional power bi reports and dashboards,Analysisk,5.0,21,65,Level 2,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2,14,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63,47,Top Rated,False
I will do analysis of your data in r python spss stata eviews amos or excel,Datapott A.,4.0,2,74,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13,139,Level 2,False
I will do data analytics and spss analysis excellently,Victorvin.vn,5.0,3,10,Level 1,False
I will create customized financial analysis for investors,Samad Khan,5.0,3,61,Level 2,False
I will make your r and python problems mine,Dominik,5.0,11,5,Level 1,False
I will be your excel v lookuph lookupfuzzy lookup spreadsheet expert,Saddam Hussain,5.0,10,5,Level 1,False
I will do sas projects on sas studio,Rizwan A,3.5,2,14,,False
I will create a financial report dashboard statement and analysis,A. Matin,5.0,2,5,,False
I will do research data analysis with interpretation,Dr Asma,4.8,4,5,,False
I will be your financial data analysis tutor,Vera Yang,5.0,4,14,Level 1,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17,14,Level 1,False
I will be your excel and google sheets expert,Riab J,5.0,49,28,Level 2,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11,24,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2,10,Level 1,False
I will create a loan amortization schedule for accurate repayment,Xashureli,5.0,17,93,Level 1,False
I will help you create a personal budget and a debt payoff plan,Krisztian T,4.7,13,14,Level 2,False
I will do whatever you need in excel next 24 hours,Spriteup,5.0,46,14,Level 1,False
I will do knime analysis using datasets,Tehreem-fakhar,4.0,1,28,,False
I will create econometrics models using stata r python,Sintana R,5.0,9,5,,False
I will deliver excel templates for small businesses editable excel templates,Basim,4.9,5,10,Level 1,False
I will be your data analyst and do business and sales analysis,Usama Datalyst,5.0,1,24,,False
I will abstract commercial leases at a reasonable price with the quickest time,Ariful I. Ari,5.0,7,24,Level 2,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2,56,Level 1,False
I will do your data analytics projects plus make a report,Fredrick S,4.6,24,93,Level 1,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1,10,Level 1,False
I will do microeconomics macroeconomics and economics tasks,Joy B,,,5,,False
I will convert your financial data into chart and dashboard excel,Usama Jawad,4.3,10,28,Level 1,False
I will be your data analyst,Krassi Dimitrof,5.0,2,93,Vetted Pro,False
I will create automated excel income  expense tracker with dashboard,Emrullah A,4.5,2,5,,False
I will be your data analyst and do financial management and accounting,Ridwan,,,65,Level 2,True
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3,5,Level 1,False
I will provide expert excel dashboard chart macro and pivot table,Zahid Mumtaz,5.0,11,47,Level 2,False
I will do business analytics and customize business strategy,Parijat S,5.0,1,278,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19,19,Level 1,False
I will do statistical data analysis with excel IBM spss,Khadijazafar,5.0,3,28,,False
I will help you with tasks related to data analysis,Laiba Shuaib,5.0,2,19,,False
I will design customized pricing strategy pricing model or  pricing plan,Samad Khan,4.8,15,47,Level 2,False
I will do data analysis using econometric models and statistics,Ruben T,5.0,3,47,,False
I will set up a monte carlo simulation trading system,Muurray,5.0,4,56,,False
I will help in data science and machine learning projects,Aathil A,,,14,,False
I will perform advanced statistical data analysis using python and jupyter notebook,James,4.6,3,10,,False
I will clean organize merge and format your excel and CSV data,Hanine,5.0,4,10,,False
I will build automated and insightful power bi report,Attaur R,4.9,6,28,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63,47,Top Rated,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3,10,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13,139,Level 2,False
I will do data analysis and visualization using python and r,gastonalex,4.5,12,28,,False
I will do menu engineering menu analysis of restaurant bars outlets food menus,Freelancer Inc,5.0,2,42,Level 1,False
I will do your sap assignment sap s4hana fiori sap gbi,Danielt,4.6,13,19,Level 1,False
I will send you a loan amortization table,Bryan,5.0,6,10,,False
I will do python machine learning data science analysis  ai project,Sundeepoad,5.0,2,24,Level 2,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11,24,Level 1,False
I will do data analysis and visualization projects using python r and sql,Talha Nazir,4.1,3,10,,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17,14,Level 1,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1,5,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2,10,Level 1,False
I will tutor you in statistics assignments task with data analysis spss and stata,Ayesha Hussain,5.0,5,28,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3,5,Level 1,False
I will anything with excel vba coding data analysis user forms,Vic R,5.0,3,10,,False
I will do mathematic calculation and assignment problems,Gregory N,4.8,14,10,Level 1,False
I will do data analysis in python using pandas numpy and matplotlib,Umar Zafar,4.9,4,5,,False
I will take you through a complete excel course from zero to hero,Terer K,5.0,1,19,,False
I will build tibco spotfire dashboard,Bilal Waris,5.0,3,19,Level 2,False
I will do data entry listing mining management and analysis,Xee,5.0,11,5,Level 2,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2,56,Level 1,False
I will do your data analytics projects plus make a report,Fredrick S,4.6,24,93,Level 1,False
I will do data science projects with machine learning and deep learning in python or r,App Developer,5.0,2,88,Level 1,False
I will unlock actionable insights from your excel data,Dennis Nerush,5.0,1,24,Level 1,False
I will do r code in r studio notebook markdown for data analytics,Wadud Analyst,5.0,5,5,,False
I will create easy to use spreadsheets for business or personal finance,Donato Rado,5.0,2,5,,False
I will collect financial data from sp capital iq pro in excel and pdf format,Reda,4.9,8,19,,False
I will make excel graphs charts pivot tables and complex dashboard,Babar,4.7,58,47,Level 1,False
I will convert your financial data into chart and dashboard excel,Usama Jawad,4.3,10,28,Level 1,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1,10,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34,47,Top Rated,True
I will be your data science and statistics professional,Dror Rosen,4.9,46,370,Vetted Pro,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6,14,Level 2,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19,19,Level 1,False
I will 141 premium editable excel templates bundle,Dinar K,5.0,8,10,,False
I will do excel data analysis reports pivot tables graphic charts,Mayte V,4.8,2,24,,False
I will transform your data into insightful information with great visuals using excel,Yusuff A. O,4.9,16,24,Level 1,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2,14,Level 1,False
I will do linear multivariate and logistics regression,Will S,4.8,5,5,,False
I will be your data analyst and formula expert with visualization in excel and power bi,Omer Naeem Khan,4.6,13,10,Level 1,False
I will analyze data using python r excel and power bi,Habeeb Alabere,,,19,,False
I will be your data analyst  power bi and tableau developer,Hamza,5.0,5,28,,False
I will do analysis of your data in r python spss stata eviews amos or excel,Datapott A.,4.0,2,74,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63,47,Top Rated,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3,10,Level 1,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13,139,Level 2,False
I will provide 390 excel templates business personal tracker analysis calendar etc,Basim,4.9,13,10,Level 1,False
I will do data science projects with machine learning and deep learning in python or r,App Developer,5.0,2,88,Level 1,False
I will create input form inside the google sheets,Dragan R,5.0,3,10,Top Rated,True
I will do data analysis by ms excel,Ruben T,5.0,2,10,,False
I will provide nlptext analysisclassificationmodelinganalyticsnluaiml services,Mobassir,5.0,1,61,Level 1,False
I will prepare a financial dashboard in excel,Faizan Shakeel,4.9,18,14,Level 2,True
I will provide data analytics services in excel,Datalime,5.0,3,10,Level 2,True
I will derive and price financial derivatives,Raf,5.0,6,14,,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17,14,Level 1,False
I will be your spss sql tableau r studio python powerbi and excel expert,George Tochi,5.0,1,5,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11,24,Level 1,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2,10,Level 1,False
I will write sql query for data analysis,Faizan,5.0,1,19,,False
I will be your alteryx expert,Ryan,5.0,3,10,Level 2,False
I will do strategy backtest optimization statistical analysis and insights,Ayman Fouda,3.5,2,176,,False
I will do anything you need in a microsoft excel spreadsheets,Arman,5.0,1,5,Level 1,False
I will excel data needs with analysis automations and visuals,Pablo Jimeno,5.0,1,10,,False
I will write or fix an excel formula with data analysis,M. Rizwan Badar,5.0,1,5,,False
I will do dynamic dashboard for sales inventory financials on excel and google sheet,Mohammad Shahid,5.0,41,24,Level 2,False
I will do excel data entry dashboards powerpoint,Anrudh Singh,,,28,,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2,47,Level 1,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2,56,Level 1,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1,5,Level 1,False
I will do econometrics and statistical analysis,Akinsika O,5.0,1,74,Level 1,False
I will do excel financial analysis modeling assignment  income statement CRM sheet,Zeeshan,5.0,1,19,,False
I will do spreadsheets excel formula macros dashboards financial reports,Tazul,5.0,1,5,,False
I will be your data analyst and will do financial management and accounting,Mosa Khan,5.0,2,10,,False
I will do data cleaning wrangling visualization analysis by python,Asif Ayub,5.0,1,10,,False
I will provide data analysis with financial analysts forecasting and modeling,Mahafujul,,,74,Level 1,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1,10,Level 1,False
I will model your sports data,Johannes M.,,,463,Vetted Pro,False
I will do time series analysis in gretl,Shahzaibsamo,4.4,3,10,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34,47,Top Rated,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6,14,Level 2,True
I will be your data science and statistics professional,Dror Rosen,4.9,46,370,Vetted Pro,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19,19,Level 1,False
I will deliver financial projections budgets  financial statements,Md Al Amin,,,28,,False
I will work on time series analysis with r studio,Shahnawaz,,,42,,False
I will be your expert financial analyst assignment and reports,Hamza Baba,5.0,1,14,,False
I will do your data analytics and visualization,aliijaz756,,,24,,False
I will do data analytics with tableau data bricks power bi and develop dashboard,Tanzeel Ur,3.7,3,93,,False
I will provide best excel data analysis service,Rizwan A,,,5,,False
I will do data cleansing and visualization in tableau python power bi and excel,Iqrar,5.0,2,28,Level 2,False
I will do forex and crypto chart analysis with ict and lit concepts,Tharuka Nayana,5.0,1,5,,False
I will convert your financial data into chart and dashboard excel,Usama Jawad,4.3,10,28,Level 1,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3,10,Level 1,False
I will be your spss sql tableau r studio python powerbi and excel expert,George Tochi,5.0,1,5,Level 1,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17,14,Level 1,False
I will do data analysis and visualization using power bi tableau excel and python,Ziah,,,5,,False
I will do statistics and probability data analysis with spss excel or minitab,Zoha Khan,5.0,1,5,,False
I will create interactive power bi dashboards and visualizations,Sadiq,5.0,1,19,,False
I will make paystub check stub adp paystub 1040 1099 w2 w3 payslip payroll,Burhan B,5.0,1,5,,False
I will do quantitative and qualitative decision making data analysis,Noman Arif,2.0,1,47,,False
I will do all excel related works,Fasil Palathol,,,5,,False
I will do economic and financial analysis,Stefano B,5.0,1,5,,False
I will do econometric analysis with eviews stata spss smart pls,Rahayu L,,,14,,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2,10,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11,24,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63,47,Top Rated,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2,47,Level 1,False
I will analyze financial statements data in excel and do data analysis in python excel,Hilary L,,,24,,False
I will linear multivariate and logistic regression using statistic tools,Muhammad A,5.0,1,19,,False
I will do python programming for data analysis and visualization,Muneeb Nasir,5.0,1,10,Level 1,False
I will do risk management forecasting and automation solutions,Ronit,5.0,1,56,,False
I will do data cleaning analysis statistics visualization and dashboard,Mehran Shahzad,3.0,1,47,,False
I will be your data analyst,Hammad Ali,5.0,1,10,,False
I will offer services in econometric data analysis,Johnstat,4.3,14,19,,False
I will do data analytics work for it,Shivai,5.0,1,10,,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2,56,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3,5,Level 1,False
I will do linear and logistic regression,Johannes M.,5.0,1,463,Vetted Pro,False
I will build effective excel data analysis reports charts interactive dashboards,Assana G,5.0,13,139,Level 2,False
I will do time series analysis in gretl,Shahzaibsamo,4.4,3,10,Level 1,False
I will be your data analystdata visualization and statistician expert,wassisajjad,,,5,,False
I will perform data analysis data entry and excel tasks,Abdul M,,,5,,False
I will do data analysis using tableau r studio python power bi sql or excel analyst,Amina,,,19,,False
I will make excel graphs charts pivot tables and complex dashboard,Babar,4.7,58,47,Level 1,False
I will do your data analytics projects plus make a report,Fredrick S,4.6,24,93,Level 1,False
I will convert google sheets workbook to excel spreadsheet,Ajit T,4.7,1,5,Level 1,False
I will prepare the financial statement for the company,Pradeep Khadka,5.0,34,47,Top Rated,True
I will do python development machine learning and data science in jupyter notebook,Kashif,5.0,6,14,Level 2,True
I will be your data science and statistics professional,Dror Rosen,4.9,46,370,Vetted Pro,True
I will do data analysis using tableau power bi python r studio sql or excel analyst,Mohsin,4.9,19,19,Level 1,False
I will assist you in work on dynamic spreadsheets or workbooks,Mohsin Raza,,,5,,False
I will natural language processing nlp and data science in python,Faizan S,,,10,Level 2,False
I will do research impact analysis collect data on any topic,Afaf,,,5,,False
I will analyse data for actionable insights,M Aown,,,19,,False
I will design custom google sheets for business analytics,Sheets Expert,,,28,,False
I will create payroll to manage your business with google sheet,Sheets Expert,5.0,2,93,,False
I will be your excel expert,Javed Rashid,,,5,Level 1,False
I will economics assignments using stata and eviews,Ayoub,,,10,,False
I will do time series analysis in gretl,Shahzaibsamo,4.4,3,10,Level 1,False
I will do flask tensorflow nlp opencv and data science projects,Ansa Ali,5.0,3,10,Level 1,False
I will be your spss sql tableau r studio python powerbi and excel expert,George Tochi,5.0,1,5,Level 1,False
I will be your data analyst and will do financial analysis,Sohaib,4.8,17,14,Level 1,False
I will sales marketing data analysis reports in excel googlesheet,Mohiuddin Ahmed,,,5,,False
I will create power bi reports,Ifrah,,,74,,False
I will analyse and visualize data for you,M Aown,,,19,,False
I will create automated excel sheets dashboards  reports in 24h,Oluwatobibakare,,,14,,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1,10,Level 1,False
I will do data cleaning and automation in alteryx,Shakeel,,,28,Level 1,False
I will create data lineage diagrams and documentation for your sql databases,Catalin,,,24,,False
I will do business analytics data overview in excel,Shimu Akter,5.0,1,5,,False
I will fix excel or google sheets functions formulas do budgeting and forecasting,Amir Mba,4.8,2,10,Level 1,False
I will do your statistical data analytics assignments in r,Kinza Noor,4.9,11,24,Level 1,False
I will build automated and insightful power bi report,Power Bi Expert,4.8,63,47,Top Rated,False
I will do excel data management and data analysis with dashboard,Rizwan M,4.8,2,47,Level 1,False
I will create a professional jupyter notebook using python,James,,,10,,False
I will complete your excel assignments accurately,GayaniK,,,10,Level 1,False
I will do expert data analysis and engineering with modern tools,Dyne,,,70,,False
I will excel wizardvba macros advanced formulas data analysis,Annabella,,,5,,False
I will create dashboard for data token erc20erc721erc1155,Iamocean,5.0,1,93,Level 1,False
I will do eda data analysis and cleaning by python vscode,Magsi,5.0,1,24,,False
I will enter excel data fix macros vba  pivot chart formula,Daniel Oyama,5.0,1,5,,False
I will consult how to use data for your business,Matan,5.0,2,10,,False
I will econometric and financial analysis with stata eviews r python,Onesmus M,5.0,2,56,Level 1,False
I will do excel google sheet template graph formula dashboard pivot table data cleaning,Bukhari,5.0,3,5,Level 1,False
I will be your excel v lookuph lookupfuzzy lookup spreadsheet expert,Saddam Hussain,5.0,10,5,Level 1,False
